age,gender,country,education,job_role,code_time_numeric,has_machine_learning_numeric
25-29,Male,India,No formal education past high school,Data Scientist,3,1
30-34,Male,Japan,Master’s degree,Software Engineer,2,1
35-39,Male,Israel,Bachelor’s degree,Software Engineer,0,0
30-34,Male,India,Professional degree,Software Engineer,3,0
25-29,Male,Denmark,Master’s degree,Student,3,1
30-34,Female,Romania,Bachelor’s degree,Software Engineer,0,0
25-29,Male,India,Bachelor’s degree,Software Engineer,0,0
18-21,Male,Belarus,Bachelor’s degree,Data Scientist,1,0
18-21,Male,Russia,Some college/university study without earning a bachelor’s degree,Student,1,1
35-39,Female,Other,Doctoral degree,Research Scientist,0,0
60-69,Female,Australia,Master’s degree,Data Scientist,6,0
35-39,Male,Japan,No formal education past high school,Data Engineer,1,1
50-54,Male,United States of America,Bachelor’s degree,Product/Project Manager,3,0
22-24,Male,India,Master’s degree,Student,2,1
45-49,Female,South Korea,Master’s degree,Software Engineer,1,1
45-49,Female,Russia,Doctoral degree,Research Scientist,0,0
35-39,Male,Netherlands,Master’s degree,Product/Project Manager,3,0
22-24,Male,Russia,Master’s degree,Business Analyst,1,0
22-24,Male,France,Master’s degree,Data Scientist,2,0
22-24,Male,India,Master’s degree,Student,1,1
18-21,Female,India,Master’s degree,Business Analyst,0,0
18-21,Female,India,Bachelor’s degree,Data Scientist,0,1
22-24,Male,India,Master’s degree,DBA/Database Engineer,0,1
25-29,Male,United States of America,Bachelor’s degree,Data Analyst,4,0
30-34,Male,Germany,Master’s degree,Research Scientist,0,1
22-24,Male,Mexico,Master’s degree,Other,0,1
25-29,Male,Nigeria,Bachelor’s degree,Not employed,0,1
18-21,Male,Singapore,Some college/university study without earning a bachelor’s degree,Student,2,1
35-39,Male,India,Master’s degree,Data Engineer,5,0
25-29,Male,Netherlands,Doctoral degree,Data Scientist,3,0
22-24,Male,India,Bachelor’s degree,Statistician,0,1
22-24,Male,India,Master’s degree,Student,2,1
25-29,Male,India,Bachelor’s degree,Other,1,0
25-29,Male,Other,Bachelor’s degree,Data Analyst,0,1
25-29,Female,Turkey,Bachelor’s degree,Statistician,0,1
30-34,Male,France,Master’s degree,Data Scientist,2,0
18-21,Male,China,Bachelor’s degree,Data Engineer,0,1
25-29,Male,India,Master’s degree,Data Scientist,2,1
22-24,Male,Taiwan,Master’s degree,Data Analyst,2,1
22-24,Female,China,Master’s degree,Data Engineer,0,1
30-34,Male,Japan,Bachelor’s degree,Software Engineer,0,0
35-39,Male,Russia,Bachelor’s degree,Student,2,1
18-21,Male,India,Bachelor’s degree,Student,0,1
25-29,Male,Denmark,Master’s degree,Business Analyst,1,0
55-59,Female,Canada,Bachelor’s degree,Other,0,1
40-44,Male,Egypt,Bachelor’s degree,DBA/Database Engineer,0,0
30-34,Male,Japan,Master’s degree,Business Analyst,3,1
25-29,Male,Chile,Professional degree,Software Engineer,0,0
25-29,Male,Australia,Bachelor’s degree,Data Scientist,2,1
22-24,Male,Japan,Master’s degree,Student,0,1
22-24,Male,China,Master’s degree,Student,0,1
45-49,Male,Mexico,Master’s degree,Not employed,1,1
18-21,Male,India,Bachelor’s degree,Data Analyst,1,0
22-24,Male,India,Bachelor’s degree,Software Engineer,1,0
30-34,Male,Other,Bachelor’s degree,Data Scientist,0,0
50-54,Female,Taiwan,Doctoral degree,Research Scientist,5,0
25-29,Male,India,Master’s degree,Business Analyst,0,1
22-24,Male,India,Master’s degree,Software Engineer,2,0
25-29,Female,Pakistan,Master’s degree,Student,1,1
18-21,Male,Thailand,Bachelor’s degree,Student,1,1
22-24,Male,India,Bachelor’s degree,Student,0,1
18-21,Male,Pakistan,Bachelor’s degree,Student,0,1
55-59,Female,United States of America,Master’s degree,Other,0,1
30-34,Male,Czech Republic,Doctoral degree,Research Scientist,0,1
35-39,Male,Peru,Bachelor’s degree,Software Engineer,2,1
30-34,Male,Turkey,Bachelor’s degree,Other,5,1
18-21,Female,China,Some college/university study without earning a bachelor’s degree,Data Scientist,3,1
18-21,Male,India,Bachelor’s degree,Student,1,1
22-24,Male,India,Bachelor’s degree,Research Scientist,2,0
25-29,Male,India,Bachelor’s degree,Other,0,0
45-49,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,0,1
50-54,Male,Taiwan,Doctoral degree,Product/Project Manager,0,0
35-39,Male,India,Master’s degree,Product/Project Manager,5,0
22-24,Male,Nigeria,Bachelor’s degree,Student,1,1
30-34,Male,Norway,Doctoral degree,Data Scientist,4,1
22-24,Male,India,Bachelor’s degree,Student,0,1
40-44,Male,France,Doctoral degree,Data Scientist,0,1
25-29,Male,Spain,Master’s degree,Data Analyst,3,1
40-44,Male,Italy,Bachelor’s degree,Software Engineer,2,1
35-39,Male,Japan,,,0,1
35-39,Male,United States of America,Bachelor’s degree,Other,0,0
40-44,Male,Other,Master’s degree,Research Scientist,0,0
25-29,Male,India,Doctoral degree,Student,1,1
18-21,Male,Russia,Bachelor’s degree,Student,2,1
60-69,Male,United States of America,Master’s degree,Data Scientist,0,1
30-34,Male,India,Master’s degree,Not employed,1,1
18-21,Male,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Student,2,1
40-44,Male,Japan,Bachelor’s degree,Software Engineer,1,0
25-29,Female,India,Master’s degree,Student,1,1
30-34,Prefer not to say,India,Bachelor’s degree,Software Engineer,4,0
35-39,Male,India,Master’s degree,Data Scientist,2,1
22-24,Male,India,Bachelor’s degree,Product/Project Manager,0,1
22-24,Male,Russia,Professional degree,Data Scientist,1,1
18-21,Male,India,Master’s degree,Student,1,1
35-39,Female,Germany,Doctoral degree,Data Scientist,2,1
22-24,Female,Netherlands,Master’s degree,Student,1,1
18-21,Male,Romania,Bachelor’s degree,Software Engineer,2,0
30-34,Male,Brazil,Doctoral degree,Research Scientist,3,1
18-21,Male,India,Master’s degree,Data Scientist,2,1
25-29,Male,United States of America,Bachelor’s degree,Software Engineer,3,1
60-69,Male,Thailand,Professional degree,Other,0,1
25-29,Male,Japan,Bachelor’s degree,Statistician,3,1
25-29,Male,Germany,Master’s degree,Software Engineer,0,1
30-34,Male,Peru,,,0,1
35-39,Male,Other,Doctoral degree,Statistician,1,0
18-21,Female,India,Bachelor’s degree,Student,1,1
40-44,Female,India,Master’s degree,Not employed,2,1
25-29,Male,Poland,Master’s degree,Data Analyst,2,0
25-29,Female,India,Bachelor’s degree,Software Engineer,0,1
25-29,Female,Switzerland,Master’s degree,Student,2,1
18-21,Female,Nigeria,,,0,1
25-29,Male,India,Master’s degree,Student,0,1
18-21,Male,China,Bachelor’s degree,Student,1,1
30-34,Female,India,I prefer not to answer,Not employed,1,1
25-29,Male,India,Doctoral degree,Research Scientist,3,1
22-24,Male,Brazil,Some college/university study without earning a bachelor’s degree,Data Scientist,0,1
35-39,Male,India,Bachelor’s degree,Product/Project Manager,3,1
25-29,Male,United States of America,Bachelor’s degree,Data Analyst,3,1
22-24,Male,India,Master’s degree,Software Engineer,1,0
35-39,Male,Morocco,Doctoral degree,Research Scientist,0,0
40-44,Male,Other,Master’s degree,Research Scientist,0,1
25-29,Male,Japan,Master’s degree,Software Engineer,2,1
22-24,Female,Morocco,Bachelor’s degree,Student,1,1
25-29,Male,India,Bachelor’s degree,Data Analyst,1,1
22-24,Female,Pakistan,Bachelor’s degree,Student,0,1
50-54,Male,Argentina,Professional degree,Data Scientist,0,1
30-34,Male,Portugal,Bachelor’s degree,Software Engineer,0,1
22-24,Male,Poland,Master’s degree,Data Scientist,2,1
22-24,Male,Other,Master’s degree,Data Scientist,2,0
40-44,Male,Turkey,Bachelor’s degree,Not employed,0,1
25-29,Male,Brazil,Some college/university study without earning a bachelor’s degree,Student,0,1
25-29,Male,Mexico,Master’s degree,,0,1
30-34,Male,Brazil,Bachelor’s degree,Other,0,0
22-24,Male,India,Bachelor’s degree,,0,1
22-24,Male,Bangladesh,Bachelor’s degree,Student,0,1
35-39,Male,Russia,No formal education past high school,Research Scientist,1,0
22-24,Male,India,Master’s degree,Student,1,1
35-39,Male,United States of America,Master’s degree,Data Scientist,0,1
60-69,Male,United States of America,Some college/university study without earning a bachelor’s degree,DBA/Database Engineer,3,0
30-34,Male,Egypt,Bachelor’s degree,Software Engineer,0,1
30-34,Male,Other,Doctoral degree,Data Analyst,2,0
30-34,Male,India,Master’s degree,DBA/Database Engineer,0,0
22-24,Male,Tunisia,Master’s degree,Data Scientist,0,0
25-29,Male,India,Bachelor’s degree,Data Scientist,0,1
55-59,Female,United States of America,Bachelor’s degree,Product/Project Manager,0,1
22-24,Female,India,Professional degree,Other,0,1
22-24,Male,India,Bachelor’s degree,Data Scientist,0,1
18-21,Male,Viet Nam,Some college/university study without earning a bachelor’s degree,Research Scientist,1,0
40-44,Male,India,Some college/university study without earning a bachelor’s degree,Not employed,0,1
55-59,Female,Canada,Master’s degree,Other,1,1
25-29,Female,South Korea,Bachelor’s degree,Other,0,0
18-21,Male,India,Bachelor’s degree,Data Scientist,1,0
50-54,Male,Japan,,,0,1
25-29,Male,India,Bachelor’s degree,Data Scientist,0,0
30-34,Male,India,Master’s degree,Software Engineer,0,1
18-21,Male,India,Master’s degree,Student,1,1
25-29,Male,Russia,Some college/university study without earning a bachelor’s degree,Other,1,1
30-34,Male,United States of America,,,0,1
22-24,Male,Poland,Bachelor’s degree,Software Engineer,3,1
22-24,Male,India,Master’s degree,Not employed,0,1
40-44,Male,Japan,Bachelor’s degree,Data Analyst,2,1
18-21,Male,Turkey,No formal education past high school,Student,1,1
25-29,Female,India,Master’s degree,Data Scientist,3,1
22-24,Male,Taiwan,Master’s degree,,0,1
40-44,Male,Other,Master’s degree,Student,2,1
18-21,Female,India,Bachelor’s degree,Student,3,1
30-34,Male,Israel,Bachelor’s degree,Data Scientist,3,1
18-21,Male,France,Master’s degree,Student,0,1
18-21,Female,India,Bachelor’s degree,Student,0,1
35-39,Male,India,Master’s degree,Product/Project Manager,0,1
18-21,Male,China,Bachelor’s degree,Student,0,1
22-24,Male,Indonesia,Bachelor’s degree,Data Analyst,2,0
25-29,Female,United States of America,Master’s degree,Data Scientist,1,0
22-24,Male,India,Bachelor’s degree,Software Engineer,1,0
55-59,Male,Mexico,Doctoral degree,Not employed,3,1
22-24,Male,India,Master’s degree,Data Scientist,3,1
25-29,Male,India,Master’s degree,Data Engineer,3,1
45-49,Male,Republic of Korea,I prefer not to answer,Other,0,0
22-24,Male,Other,Master’s degree,Student,1,1
18-21,Male,Pakistan,Bachelor’s degree,Data Scientist,2,0
25-29,Male,Germany,Master’s degree,Data Scientist,3,1
40-44,Male,Bangladesh,Doctoral degree,Research Scientist,0,0
35-39,Male,India,I prefer not to answer,Data Analyst,0,0
45-49,Prefer to self-describe,United Kingdom of Great Britain and Northern Ireland,Professional degree,Other,0,1
25-29,Female,India,,,0,1
30-34,Male,India,Doctoral degree,Research Scientist,0,1
18-21,Female,India,Bachelor’s degree,Student,0,1
45-49,Female,Other,Doctoral degree,Software Engineer,3,0
22-24,Female,Ireland,Master’s degree,Data Analyst,1,1
18-21,Male,India,Bachelor’s degree,Business Analyst,0,1
25-29,Male,United States of America,Professional degree,Software Engineer,3,1
40-44,Male,Hungary,Bachelor’s degree,Data Scientist,6,1
25-29,Male,India,Master’s degree,Data Analyst,1,1
18-21,Male,India,Bachelor’s degree,Data Scientist,4,1
18-21,Male,Russia,Bachelor’s degree,Student,2,1
25-29,Male,India,Professional degree,Data Analyst,2,1
35-39,Male,Mexico,Some college/university study without earning a bachelor’s degree,Data Analyst,4,0
18-21,Male,India,Bachelor’s degree,Student,1,1
30-34,Male,India,Master’s degree,Not employed,2,1
22-24,Male,India,Master’s degree,Software Engineer,1,1
25-29,Male,United States of America,Master’s degree,Student,3,1
22-24,Male,Egypt,Bachelor’s degree,Data Engineer,6,1
18-21,Female,Morocco,Bachelor’s degree,Data Engineer,1,0
30-34,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,2,0
25-29,Male,Russia,No formal education past high school,Student,0,1
25-29,Male,Other,Master’s degree,,0,1
30-34,Female,India,Bachelor’s degree,Product/Project Manager,0,0
25-29,Male,India,Master’s degree,Software Engineer,3,1
45-49,Male,Japan,Bachelor’s degree,Software Engineer,1,0
35-39,Male,Russia,,,0,1
40-44,Female,United States of America,Master’s degree,Data Scientist,2,0
22-24,Male,Bangladesh,Master’s degree,Software Engineer,1,1
45-49,Female,France,Doctoral degree,Data Scientist,4,0
18-21,Male,India,Bachelor’s degree,Student,2,1
35-39,Male,India,Master’s degree,Software Engineer,4,1
18-21,Male,India,Bachelor’s degree,Student,1,1
22-24,Female,Poland,Bachelor’s degree,Student,0,1
22-24,Male,India,Master’s degree,Software Engineer,2,1
22-24,Female,Japan,Bachelor’s degree,Data Engineer,0,0
25-29,Male,Singapore,Bachelor’s degree,Student,3,1
30-34,Male,India,Master’s degree,Data Analyst,0,1
18-21,Male,India,Bachelor’s degree,Student,2,1
25-29,Male,Nigeria,Bachelor’s degree,Not employed,1,1
22-24,Male,Other,Master’s degree,Data Scientist,1,0
18-21,Male,India,Bachelor’s degree,Not employed,0,1
30-34,Male,United States of America,Bachelor’s degree,Software Engineer,1,0
25-29,Male,India,Bachelor’s degree,Data Scientist,0,1
40-44,Prefer not to say,Turkey,Professional degree,Not employed,4,1
30-34,Male,Ukraine,Master’s degree,Not employed,2,1
35-39,Male,India,Professional degree,Data Analyst,1,0
22-24,Male,Spain,,,0,1
25-29,Male,Spain,Master’s degree,Product/Project Manager,4,1
35-39,Male,Brazil,Doctoral degree,Data Scientist,3,1
25-29,Male,United States of America,Bachelor’s degree,Data Analyst,2,1
60-69,Male,United States of America,Bachelor’s degree,Software Engineer,0,0
18-21,Female,India,Bachelor’s degree,,0,1
35-39,Male,India,Professional degree,Product/Project Manager,3,0
18-21,Male,India,Bachelor’s degree,Data Scientist,0,0
18-21,Male,United States of America,Bachelor’s degree,Data Scientist,0,1
25-29,Female,Poland,Bachelor’s degree,Research Scientist,0,1
22-24,Male,India,Bachelor’s degree,Not employed,0,1
55-59,Male,Canada,Bachelor’s degree,Business Analyst,6,0
18-21,Male,India,Bachelor’s degree,Data Analyst,0,1
25-29,Male,Republic of Korea,Master’s degree,Data Scientist,0,1
22-24,Male,India,Master’s degree,Student,0,1
25-29,Male,Brazil,Bachelor’s degree,Data Analyst,0,0
30-34,Male,South Africa,Bachelor’s degree,Data Analyst,3,0
30-34,Male,Spain,Some college/university study without earning a bachelor’s degree,Other,1,0
22-24,Male,Canada,Bachelor’s degree,Data Analyst,0,1
22-24,Male,Russia,Master’s degree,Business Analyst,0,0
18-21,Male,Canada,Bachelor’s degree,Data Scientist,2,1
25-29,Male,Other,Bachelor’s degree,Student,0,1
60-69,Female,India,Master’s degree,Not employed,0,1
22-24,Male,India,Master’s degree,Data Analyst,0,0
30-34,Female,United States of America,Master’s degree,Software Engineer,4,0
30-34,Male,Russia,Master’s degree,Data Scientist,4,1
60-69,Male,Israel,Professional degree,Software Engineer,0,1
35-39,Male,Other,Master’s degree,Data Scientist,0,1
30-34,Female,New Zealand,Master’s degree,Student,2,1
45-49,Male,France,Master’s degree,Not employed,3,1
18-21,Male,United States of America,Bachelor’s degree,Data Analyst,0,0
25-29,Female,United States of America,Doctoral degree,Student,3,1
22-24,Male,India,Bachelor’s degree,Student,1,1
22-24,Male,India,Bachelor’s degree,Data Analyst,1,0
18-21,Male,United States of America,No formal education past high school,Student,1,1
35-39,Male,France,Doctoral degree,Student,1,1
22-24,Male,India,Bachelor’s degree,Data Scientist,2,1
22-24,Female,Tunisia,Professional degree,Data Analyst,0,0
30-34,Female,United States of America,Master’s degree,Data Scientist,0,1
18-21,Male,Kenya,Master’s degree,Student,3,1
25-29,Female,Other,Master’s degree,Business Analyst,1,0
30-34,Male,Other,Master’s degree,Software Engineer,0,1
25-29,Female,Israel,Master’s degree,Student,1,1
30-34,Male,Turkey,Bachelor’s degree,Not employed,2,1
40-44,Male,Russia,Master’s degree,Data Analyst,1,0
70+,Male,Czech Republic,Doctoral degree,Research Scientist,0,1
25-29,Male,South Korea,,,0,1
50-54,Male,Israel,Master’s degree,Data Scientist,6,1
30-34,Male,Nigeria,Master’s degree,Research Scientist,0,0
22-24,Male,Russia,Master’s degree,Student,0,1
22-24,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Student,3,1
25-29,Female,United States of America,Master’s degree,Business Analyst,3,1
40-44,Male,United States of America,Bachelor’s degree,Data Analyst,1,0
25-29,Male,Mexico,Master’s degree,Statistician,0,1
25-29,Male,Brazil,Bachelor’s degree,DBA/Database Engineer,0,0
25-29,Male,United States of America,Master’s degree,Software Engineer,2,1
18-21,Female,Other,Bachelor’s degree,Data Analyst,1,0
30-34,Male,Brazil,Bachelor’s degree,Data Scientist,1,0
22-24,Female,Tunisia,Doctoral degree,Student,2,1
60-69,Male,United States of America,Some college/university study without earning a bachelor’s degree,Statistician,0,0
22-24,Female,India,Bachelor’s degree,Software Engineer,1,1
25-29,Male,France,Doctoral degree,Research Scientist,0,0
18-21,Male,Egypt,Bachelor’s degree,Student,0,1
22-24,Prefer not to say,France,Master’s degree,,0,1
18-21,Male,India,Bachelor’s degree,Student,2,1
25-29,Male,Spain,Master’s degree,Data Scientist,3,1
22-24,Male,United States of America,Some college/university study without earning a bachelor’s degree,Student,0,1
30-34,Male,Canada,Master’s degree,Software Engineer,3,1
35-39,Male,United States of America,Doctoral degree,Data Scientist,4,1
25-29,Male,Brazil,Master’s degree,Product/Project Manager,0,1
18-21,Male,United States of America,Bachelor’s degree,Software Engineer,3,0
22-24,Male,United States of America,Master’s degree,Student,3,1
40-44,Male,Ireland,Doctoral degree,Research Scientist,3,1
30-34,Male,Other,Master’s degree,Data Scientist,0,1
25-29,Male,Poland,Master’s degree,Data Scientist,3,1
40-44,Female,United States of America,Doctoral degree,Research Scientist,5,0
25-29,Male,Portugal,Master’s degree,Data Scientist,3,1
18-21,Male,India,Bachelor’s degree,Data Scientist,0,1
35-39,Male,Nigeria,Bachelor’s degree,,0,1
35-39,Prefer not to say,Belarus,Doctoral degree,,0,1
40-44,Male,United States of America,Some college/university study without earning a bachelor’s degree,Product/Project Manager,2,0
40-44,Prefer not to say,France,Master’s degree,Not employed,2,1
22-24,Male,Turkey,Bachelor’s degree,Student,1,1
50-54,Male,Spain,Master’s degree,Data Scientist,6,1
22-24,Male,Colombia,Master’s degree,Research Scientist,0,0
50-54,Male,United States of America,Doctoral degree,Data Analyst,0,0
45-49,Male,United States of America,Master’s degree,Product/Project Manager,0,1
22-24,Male,France,Master’s degree,Data Scientist,2,1
22-24,Male,Mexico,Bachelor’s degree,Data Scientist,2,1
60-69,Male,South Africa,Master’s degree,Student,0,1
25-29,Male,Japan,Master’s degree,Student,3,1
25-29,Male,India,Bachelor’s degree,Other,0,0
22-24,Male,India,Bachelor’s degree,Student,1,1
25-29,Male,Brazil,Bachelor’s degree,Software Engineer,3,0
30-34,Female,United States of America,Doctoral degree,Data Scientist,0,1
60-69,Male,United States of America,Doctoral degree,Other,0,1
22-24,Male,Ukraine,Master’s degree,Software Engineer,0,0
25-29,Male,United States of America,Master’s degree,Data Scientist,3,1
40-44,Female,United States of America,Master’s degree,Not employed,0,1
25-29,Male,United States of America,Doctoral degree,Data Scientist,0,1
70+,Prefer not to say,United States of America,I prefer not to answer,Other,0,0
30-34,Male,Mexico,Master’s degree,Data Analyst,4,0
30-34,Female,United States of America,Master’s degree,Data Analyst,3,0
30-34,Male,United States of America,Doctoral degree,Student,2,1
25-29,Male,Russia,Master’s degree,Data Scientist,3,1
45-49,Male,Japan,Bachelor’s degree,Business Analyst,1,0
22-24,Female,Morocco,Master’s degree,Student,1,1
30-34,Female,Spain,Master’s degree,Product/Project Manager,5,1
30-34,Male,Germany,Master’s degree,Data Scientist,0,1
50-54,Male,Japan,Some college/university study without earning a bachelor’s degree,Software Engineer,0,0
35-39,Male,Other,Bachelor’s degree,Product/Project Manager,5,0
35-39,Male,Switzerland,Doctoral degree,Data Scientist,4,0
22-24,Male,Hungary,Master’s degree,Student,2,1
25-29,Male,Other,Doctoral degree,Data Scientist,3,1
30-34,Male,Germany,Master’s degree,Data Scientist,0,1
25-29,Male,Brazil,Master’s degree,Student,1,1
22-24,Male,India,Bachelor’s degree,Student,1,1
45-49,Male,Brazil,Doctoral degree,Business Analyst,0,0
22-24,Male,United States of America,Master’s degree,Student,2,1
22-24,Female,United States of America,Master’s degree,Student,1,1
25-29,Female,United States of America,Master’s degree,Data Engineer,1,1
45-49,Male,United States of America,Master’s degree,Other,0,0
50-54,Male,United States of America,Doctoral degree,Other,3,1
35-39,Male,Poland,Master’s degree,Software Engineer,0,0
22-24,Female,China,Bachelor’s degree,Student,2,1
35-39,Male,United States of America,Doctoral degree,Data Scientist,4,1
22-24,Male,India,Master’s degree,Software Engineer,3,0
40-44,Male,Brazil,Bachelor’s degree,Other,1,1
22-24,Male,Nigeria,Bachelor’s degree,Data Scientist,1,0
25-29,Male,Chile,Professional degree,Data Scientist,3,1
18-21,Male,Russia,Bachelor’s degree,Software Engineer,2,0
40-44,Female,United States of America,Doctoral degree,Other,4,0
22-24,Male,Indonesia,I prefer not to answer,Data Scientist,3,1
25-29,Male,Egypt,Master’s degree,Student,2,1
30-34,Female,United States of America,Master’s degree,Data Scientist,2,1
60-69,Male,Australia,Bachelor’s degree,Business Analyst,6,0
22-24,Male,Mexico,Bachelor’s degree,Data Analyst,3,0
18-21,Male,United Kingdom of Great Britain and Northern Ireland,No formal education past high school,Data Engineer,0,1
50-54,Male,South Korea,Master’s degree,Data Scientist,1,0
30-34,Female,Algeria,Master’s degree,Statistician,0,0
22-24,Female,United States of America,Bachelor’s degree,Other,0,1
45-49,Male,Japan,Doctoral degree,Data Scientist,0,0
22-24,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student,2,1
25-29,Male,United States of America,Doctoral degree,Student,4,1
30-34,Female,United States of America,Bachelor’s degree,Student,3,1
22-24,Male,China,Master’s degree,Data Analyst,4,0
22-24,Male,Nigeria,Bachelor’s degree,Statistician,2,0
40-44,Female,Spain,Master’s degree,Other,0,0
18-21,Male,India,Some college/university study without earning a bachelor’s degree,Data Scientist,0,1
35-39,Male,Brazil,Master’s degree,Data Scientist,3,1
22-24,Male,United States of America,Bachelor’s degree,Not employed,3,1
25-29,Male,United States of America,,,0,1
30-34,Female,New Zealand,Master’s degree,Software Engineer,0,0
30-34,Male,Canada,Master’s degree,Data Engineer,0,0
25-29,Male,Canada,Doctoral degree,Student,4,1
40-44,Male,Other,Master’s degree,Research Scientist,0,0
45-49,Male,Indonesia,Master’s degree,Other,0,0
25-29,Male,United States of America,Doctoral degree,Software Engineer,0,1
22-24,Male,Other,Bachelor’s degree,Not employed,1,1
22-24,Male,India,Bachelor’s degree,Other,2,1
22-24,Male,Egypt,Master’s degree,Research Scientist,3,0
35-39,Male,Japan,Master’s degree,Software Engineer,0,1
30-34,Male,Switzerland,Doctoral degree,Research Scientist,1,1
25-29,Male,Algeria,Master’s degree,Student,1,1
45-49,Male,Other,Master’s degree,Business Analyst,0,1
40-44,Male,Brazil,Master’s degree,Software Engineer,6,1
25-29,Male,Romania,Bachelor’s degree,Data Engineer,2,1
40-44,Male,South Korea,Master’s degree,Data Analyst,0,1
40-44,Male,China,Doctoral degree,Research Scientist,0,1
60-69,Male,Japan,Some college/university study without earning a bachelor’s degree,Software Engineer,0,0
22-24,Male,Argentina,Master’s degree,Data Analyst,2,0
55-59,Male,United States of America,Master’s degree,Data Analyst,0,0
50-54,Female,United States of America,Master’s degree,Data Scientist,6,1
35-39,Male,Viet Nam,,,0,1
70+,Male,United States of America,Doctoral degree,Research Scientist,4,0
25-29,Male,Other,Master’s degree,Student,0,1
55-59,Male,United States of America,Master’s degree,Product/Project Manager,5,1
25-29,Male,United States of America,Bachelor’s degree,Data Scientist,0,0
45-49,Male,Taiwan,Master’s degree,Other,0,0
55-59,Male,Chile,Bachelor’s degree,Data Engineer,2,1
25-29,Male,Taiwan,Some college/university study without earning a bachelor’s degree,,0,1
25-29,Male,Taiwan,Bachelor’s degree,Software Engineer,0,0
25-29,Male,Nigeria,Bachelor’s degree,Not employed,0,1
35-39,Male,Taiwan,Bachelor’s degree,Data Engineer,0,0
22-24,Male,China,Master’s degree,Student,0,1
18-21,Male,Russia,Bachelor’s degree,Student,1,1
25-29,Male,United States of America,Master’s degree,Other,0,1
40-44,Male,Taiwan,Master’s degree,Software Engineer,0,0
45-49,Male,Australia,Bachelor’s degree,Data Scientist,5,0
25-29,Male,Italy,Master’s degree,Data Scientist,0,1
50-54,Male,Brazil,Some college/university study without earning a bachelor’s degree,Business Analyst,0,1
22-24,Male,India,Master’s degree,Student,1,1
25-29,Male,Japan,Master’s degree,Research Scientist,3,0
40-44,Male,Japan,Doctoral degree,Research Scientist,5,1
35-39,Male,United States of America,Master’s degree,Data Engineer,3,1
35-39,Male,Brazil,Master’s degree,Data Engineer,2,0
18-21,Male,Tunisia,Master’s degree,Data Scientist,0,1
25-29,Male,Brazil,Bachelor’s degree,Business Analyst,1,1
55-59,Male,Canada,Bachelor’s degree,Product/Project Manager,0,0
30-34,Female,United States of America,Bachelor’s degree,Data Analyst,3,0
35-39,Male,New Zealand,Master’s degree,Software Engineer,5,1
18-21,Male,Mexico,,,0,1
30-34,Male,Japan,Master’s degree,Other,0,1
45-49,Male,Colombia,Master’s degree,Data Engineer,2,0
35-39,Male,Other,Master’s degree,Data Engineer,0,1
25-29,Male,Egypt,Master’s degree,Other,0,1
30-34,Male,United States of America,Master’s degree,Data Engineer,2,1
45-49,Male,Brazil,Doctoral degree,Data Scientist,0,0
40-44,Male,Japan,Bachelor’s degree,Software Engineer,0,1
22-24,Male,France,Doctoral degree,Research Scientist,3,0
60-69,Male,United States of America,Some college/university study without earning a bachelor’s degree,DBA/Database Engineer,4,0
25-29,Male,United States of America,Master’s degree,Software Engineer,2,1
25-29,Female,United States of America,Master’s degree,Data Scientist,3,1
25-29,Male,Ireland,Master’s degree,Student,3,1
30-34,Male,India,Master’s degree,DBA/Database Engineer,0,1
55-59,Male,Malaysia,Master’s degree,Business Analyst,2,1
25-29,Male,Japan,Bachelor’s degree,Software Engineer,1,0
22-24,Female,Australia,Some college/university study without earning a bachelor’s degree,Student,1,1
25-29,Male,Chile,Master’s degree,Product/Project Manager,0,0
18-21,Male,Taiwan,Some college/university study without earning a bachelor’s degree,Student,0,1
18-21,Male,Nigeria,Bachelor’s degree,Data Scientist,2,1
22-24,Prefer not to say,Mexico,Bachelor’s degree,Data Scientist,3,1
25-29,Female,Republic of Korea,Some college/university study without earning a bachelor’s degree,Student,3,1
25-29,Male,Other,Master’s degree,Data Scientist,0,1
18-21,Female,China,Master’s degree,Student,2,1
35-39,Male,United States of America,Master’s degree,Other,0,0
22-24,Prefer not to say,Taiwan,I prefer not to answer,Student,0,1
22-24,Male,Germany,Master’s degree,Software Engineer,2,0
22-24,Male,United States of America,Master’s degree,Data Scientist,3,1
25-29,Male,South Korea,Master’s degree,Data Scientist,0,1
18-21,Male,India,Bachelor’s degree,Student,2,1
25-29,Male,Brazil,Some college/university study without earning a bachelor’s degree,Student,1,1
30-34,Male,United States of America,Master’s degree,Data Analyst,3,1
45-49,Prefer not to say,Taiwan,Doctoral degree,Research Scientist,4,1
30-34,Male,United States of America,Bachelor’s degree,Data Engineer,3,0
25-29,Male,China,,,0,1
35-39,Male,Brazil,Master’s degree,Data Analyst,5,0
30-34,Female,Malaysia,Doctoral degree,Other,0,1
35-39,Male,Taiwan,Bachelor’s degree,Software Engineer,0,0
22-24,Male,Other,I prefer not to answer,Data Analyst,0,1
18-21,Male,Republic of Korea,Bachelor’s degree,Student,1,1
18-21,Male,India,Bachelor’s degree,Not employed,1,1
